trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
374 @ 2023-12-27-14-01-42.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/a[1],,,,,a,CONTENT,
374 @ 2023-12-27-14-01-42.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/div[1]/ul[1]/li[3]/div[1]/ul/li[2]/a,,,,,a,Themes,
374 @ 2023-12-27-14-01-42.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div/div/div/div/div[3]/table/tbody[1]/tr[1]/td[4]/a,,,,,a,View,
374 @ 2023-12-27-14-01-42.json,7,7,mouseup,//*[@id='theme_preview_image'],,,,,img,,
374 @ 2023-12-31-14-49-35.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/a[1]/span,,,,,span,CONTENT,
374 @ 2023-12-31-14-49-35.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/div[1]/ul[1]/li[3]/div[1]/ul/li[2]/a,,,,,a,Themes,
374 @ 2023-12-31-14-49-35.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div/div/div/div/div[3]/table/tbody[1]/tr[1]/td[4]/a,,,,,a,View,
374 @ 2023-12-31-14-49-35.json,7,7,mouseup,//*[@id='theme_preview_image'],,,,,img,,
374 @ 2024-01-07-00-51-38.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/a[1],,,,,a,CONTENT,
374 @ 2024-01-07-00-51-38.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/div[1]/ul[1]/li[3]/div[1]/ul/li[2]/a/span,,,,,span,Themes,
374 @ 2024-01-07-00-51-38.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div/div/div/div/div[3]/table/tbody[1]/tr[1]/td[4]/a,,,,,a,View,
374 @ 2024-01-07-00-51-38.json,7,7,mouseup,//*[@id='theme_preview_image'],,,,,img,,
374 @ 2024-01-07-18-05-57.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/a[1],,,,,a,CONTENT,
374 @ 2024-01-07-18-05-57.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[6]/div[1]/ul[1]/li[3]/div[1]/ul/li[2]/a/span,,,,,span,Themes,
374 @ 2024-01-07-18-05-57.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div/div/div/div/div[3]/table/tbody[1]/tr[1]/td[4]/a,,,,,a,View,
374 @ 2024-01-07-18-05-57.json,7,7,mouseup,//*[@id='theme_preview_image'],,,,,img,,
