trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
185 @ 2023-12-28-17-09-28.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
185 @ 2023-12-28-17-09-28.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
185 @ 2023-12-28-17-09-28.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[2]/div/button,,,,,button,Filters,
185 @ 2023-12-28-17-09-28.json,7,7,mouseup,//*[@id='EGAHL9C'],,text,,,input,,
185 @ 2023-12-28-17-09-28.json,9,9,keypress,//*[@id='EGAHL9C'],,text,,,input,,
185 @ 2023-12-28-17-09-28.json,11,11,mouseup,//*[@id='GU7PFI4'],,text,,,input,,
185 @ 2023-12-28-17-09-28.json,13,13,keypress,//*[@id='GU7PFI4'],,text,,,input,,
185 @ 2023-12-28-17-09-28.json,15,15,keypress,//*[@id='GU7PFI4'],,text,,,input,,3
185 @ 2023-12-31-15-52-18.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1]/span,,,,,span,CATALOG,
185 @ 2023-12-31-15-52-18.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a,,,,,a,Products,
185 @ 2023-12-31-15-52-18.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[2]/div/button,,,,,button,Filters,
185 @ 2023-12-31-15-52-18.json,7,7,mouseup,//*[@id='NJ2CEC0'],,text,,,input,,
185 @ 2023-12-31-15-52-18.json,9,9,keypress,//*[@id='NJ2CEC0'],,text,,,input,,
185 @ 2023-12-31-15-52-18.json,11,11,mouseup,//*[@id='VHECRGC'],,text,,,input,,
185 @ 2023-12-31-15-52-18.json,13,13,keypress,//*[@id='VHECRGC'],,text,,,input,,
185 @ 2023-12-31-15-52-18.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[4]/div[1]/div/button[2]/span,,,,,span,Apply Filters,
185 @ 2024-01-01-22-44-02.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
185 @ 2024-01-01-22-44-02.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a,,,,,a,Products,
185 @ 2024-01-01-22-44-02.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[2]/div/button,,,,,button,Filters,
185 @ 2024-01-01-22-44-02.json,7,7,mouseup,//*[@id='O6LW7DW'],,text,,,input,,0
185 @ 2024-01-01-22-44-02.json,9,9,keystroke,//*[@id='O6LW7DW'],,text,,,input,,0
185 @ 2024-01-01-22-44-02.json,11,11,mouseup,//*[@id='SJ027DB'],,text,,,input,,0
185 @ 2024-01-01-22-44-02.json,13,13,keystroke,//*[@id='O6LW7DW'],,text,,,input,,
185 @ 2024-01-01-22-44-02.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[4]/div[1]/div/button[2]/span,,,,,span,Apply Filters,
185 @ 2024-01-08-21-58-15.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
185 @ 2024-01-08-21-58-15.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
185 @ 2024-01-08-21-58-15.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[2]/div/button,,,,,button,Filters,
185 @ 2024-01-08-21-58-15.json,7,7,mouseup,//*[@id='R1TITUJ'],,text,,,input,,
185 @ 2024-01-08-21-58-15.json,9,9,keypress,//*[@id='R1TITUJ'],,text,,,input,,
185 @ 2024-01-08-21-58-15.json,11,11,mouseup,//*[@id='NBPO4DF'],,text,,,input,,
185 @ 2024-01-08-21-58-15.json,13,13,keypress,//*[@id='NBPO4DF'],,text,,,input,,
185 @ 2024-01-08-21-58-15.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[4]/div[1]/div/button[2]/span,,,,,span,Apply Filters,
