trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
14 @ 2023-12-25-16-12-37.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/a[1]/span,,,,,span,MARKETING,
14 @ 2023-12-25-16-12-37.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/div[1]/ul[1]/li[2]/ul/li[2]/div[1]/ul/li[1]/a,,,,,a,All Reviews,
14 @ 2023-12-25-16-12-37.json,5,5,mouseup,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2023-12-25-16-12-37.json,7,7,keystroke,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2023-12-25-16-12-37.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/div[1]/div[1]/div/button[1]/span,,,,,span,Search,
14 @ 2023-12-25-17-33-45.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/a[1],,,,,a,MARKETING,
14 @ 2023-12-25-17-33-45.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/div[1]/ul[1]/li[2]/ul/li[2]/div[1]/ul/li[1]/a/span,,,,,span,All Reviews,
14 @ 2023-12-25-17-33-45.json,5,5,mouseup,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2023-12-25-17-33-45.json,7,7,keystroke,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2023-12-25-17-33-45.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/div[1]/div[1]/div/button[1]/span,,,,,span,Search,
14 @ 2024-01-05-02-12-26.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/a[1],,,,,a,MARKETING,
14 @ 2024-01-05-02-12-26.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/div[1]/ul[1]/li[2]/ul/li[2]/div[1]/ul/li[1]/a,,,,,a,All Reviews,
14 @ 2024-01-05-02-12-26.json,5,5,mouseup,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2024-01-05-02-12-26.json,7,7,keystroke,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2024-01-05-02-12-26.json,9,9,keypress,//*[@id='reviewGrid_filter_detail'],,text,,,input,,not useful
14 @ 2024-01-08-17-36-41.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/a[1]/span,,,,,span,MARKETING,
14 @ 2024-01-08-17-36-41.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/div[1]/ul[1]/li[2]/ul/li[2]/div[1]/ul/li[1]/a/span,,,,,span,All Reviews,
14 @ 2024-01-08-17-36-41.json,5,5,mouseup,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2024-01-08-17-36-41.json,7,7,keystroke,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2024-01-08-17-36-41.json,9,9,keypress,//*[@id='reviewGrid_filter_detail'],,text,,,input,,not useful
14 @ 2024-01-13-05-02-07.json,1,1,mouseup,//*[@id='reviewGrid_filter_detail'],,text,,,input,,decent
14 @ 2024-01-13-05-02-07.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/a[1],,,,,a,MARKETING,
14 @ 2024-01-13-05-02-07.json,5,5,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/div[1]/ul[1]/li[2]/ul/li[2]/div[1]/ul/li[1]/a,,,,,a,All Reviews,
14 @ 2024-01-13-05-02-07.json,7,7,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/div[1]/ul[1]/li[2]/ul/li[2]/div[1]/ul/li[1]/a,,,,,a,All Reviews,
14 @ 2024-01-13-05-02-07.json,9,9,keystroke,//*[@id='reviewGrid_filter_detail'],,text,,,input,,
14 @ 2024-01-13-05-02-07.json,11,11,keypress,//*[@id='reviewGrid_filter_detail'],,text,,,input,,not useful
