trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
545 @ 2023-12-28-00-29-57.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
545 @ 2023-12-28-00-29-57.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a,,,,,a,Products,
545 @ 2023-12-28-00-29-57.json,5,5,mouseup,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
545 @ 2023-12-28-00-29-57.json,7,7,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
545 @ 2023-12-28-00-29-57.json,9,9,keypress,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2023-12-28-00-29-57.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[1]/td[15]/a,Edit Radiant Tee,,,,a,Edit,
545 @ 2023-12-28-00-29-57.json,13,13,scroll,,,,,,,,
545 @ 2023-12-28-00-29-57.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[5]/div[1]/strong,,,,,strong,Product Reviews,
545 @ 2023-12-28-00-29-57.json,17,17,scroll,,,,,,,,
545 @ 2023-12-28-00-29-57.json,19,19,scroll,,,,,,,,
545 @ 2023-12-28-00-29-57.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[3]/div[1]/strong,,,,,strong,Content,
545 @ 2023-12-28-00-29-57.json,23,23,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[3]/div[1]/strong,,,,,strong,Content,
545 @ 2023-12-28-00-29-57.json,25,25,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2023-12-28-00-29-57.json,27,27,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2023-12-28-00-29-57.json,29,29,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2023-12-28-00-29-57.json,31,31,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2023-12-28-00-29-57.json,33,33,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2023-12-28-00-29-57.json,35,35,scroll,,,,,,,,
545 @ 2023-12-28-00-29-57.json,37,37,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
545 @ 2024-01-07-02-18-43.json,1,1,keystroke,//*[@id='detail'],,,,,textarea,,im planning on buying another one of these in another color. the best hoodie ive ever owned.
545 @ 2024-01-07-02-18-43.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/a[1]/span,,,,,span,MARKETING,
545 @ 2024-01-07-02-18-43.json,5,5,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[5]/div[1]/ul[1]/li[2]/ul/li[2]/div[1]/ul/li[1]/a/span,,,,,span,All Reviews,
545 @ 2024-01-07-02-18-43.json,7,7,mouseup,//*[@id='reviewGrid_filter_name'],,text,,,input,,selene
545 @ 2024-01-07-02-18-43.json,9,9,mouseup,//*[@id='reviewGrid_filter_name'],,text,,,input,,selene
545 @ 2024-01-07-02-18-43.json,11,11,keystroke,//*[@id='detail'],,,,,textarea,,im planning on buying another one of these in another color. the best hoodie ive ever owned.
545 @ 2024-01-07-02-18-43.json,13,13,keypress,//*[@id='reviewGrid_filter_name'],,text,,,input,,radiant
545 @ 2024-01-07-02-18-43.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/div[2]/table/tbody[1]/tr[3]/td[11],,,,,td,WS12,
545 @ 2024-01-07-02-18-43.json,17,17,mouseup,//*[@id='detail'],,,,,textarea,,"What a versatile shirt! Not only does it feel very soft compared to my old worn out polos, but it also does the job promised. I like going out after my gamefor drinks so I look good then too and don't need to change into something fresh. "
545 @ 2024-01-07-02-18-43.json,19,19,mouseup,//*[@id='detail'],,,,,textarea,,"What a versatile shirt! Not only does it feel very soft compared to my old worn out polos, but it also does the job promised. I like going out after my gamefor drinks so I look good then too and don't need to change into something fresh. "
545 @ 2024-01-07-02-18-43.json,21,21,mouseup,//*[@id='detail'],,,,,textarea,,"What a versatile shirt! Not only does it feel very soft compared to my old worn out polos, but it also does the job promised. I like going out after my gamefor drinks so I look good then too and don't need to change into something fresh. "
545 @ 2024-01-07-02-18-43.json,23,23,keystroke,//*[@id='detail'],,,,,textarea,,"What a versatile shirt! Not only does it feel very soft compared to my old worn out polos, but it also does the job promised. I like going out after my gamefor drinks so I look good then too and don't need to change into something fresh. "
545 @ 2024-01-07-02-18-43.json,25,25,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/form/fieldset[1]/div[2],,,,,div,Product\nRadiant Tee,
545 @ 2024-01-07-02-18-43.json,27,27,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/form/fieldset[1]/div[2]/div[1]/div/a,,,,,a,Radiant Tee,
545 @ 2024-01-07-02-18-43.json,29,29,scroll,,,,,,,,
545 @ 2024-01-07-02-18-43.json,31,31,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/form/fieldset[1]/div[2]/div[1]/div/a,,,,,a,Radiant Tee,
545 @ 2024-01-07-02-18-43.json,33,33,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/form/fieldset[1]/div[2]/div[1]/div/a,,,,,a,Radiant Tee,
545 @ 2024-01-07-02-18-43.json,35,35,keystroke,//*[@id='detail'],,,,,textarea,,"What a versatile shirt! Not only does it feel very soft compared to my old worn out polos, but it also does the job promised. I like going out after my gamefor drinks so I look good then too and don't need to change into something fresh. "
545 @ 2024-01-07-02-18-43.json,37,37,keystroke,//*[@id='detail'],,,,,textarea,,"What a versatile shirt! Not only does it feel very soft compared to my old worn out polos, but it also does the job promised. I like going out after my gamefor drinks so I look good then too and don't need to change into something fresh. "
545 @ 2024-01-07-02-18-43.json,39,39,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/form/fieldset[1]/div[2]/div[1]/div/a,,,,,a,Radiant Tee,
545 @ 2024-01-07-19-20-31.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
545 @ 2024-01-07-19-20-31.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
545 @ 2024-01-07-19-20-31.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[3]/div[3]/button,,button,,,button,Clear all,
545 @ 2024-01-07-19-20-31.json,7,7,mouseup,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
545 @ 2024-01-07-19-20-31.json,9,9,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2024-01-07-19-20-31.json,11,11,keypress,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2024-01-07-19-20-31.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[1]/td[15]/a,Edit Radiant Tee,,,,a,Edit,
545 @ 2024-01-07-19-20-31.json,15,15,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[5]/div[1]/strong,,,,,strong,Product Reviews,
545 @ 2024-01-07-19-20-31.json,19,19,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,21,21,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,23,23,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,25,25,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,27,27,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,29,29,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,31,31,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[3]/div[1]/strong,,,,,strong,Content,
545 @ 2024-01-07-19-20-31.json,33,33,scroll,,,,,,,,
545 @ 2024-01-07-19-20-31.json,35,35,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[3]/div[1]/strong,,,,,strong,Content,
545 @ 2024-01-07-19-20-31.json,37,37,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Radiant Tee
545 @ 2024-01-07-19-20-31.json,39,39,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
545 @ 2024-01-07-19-20-31.json,41,41,scroll,,,,,,,,
545 @ 2024-01-28-09-10-43.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
545 @ 2024-01-28-09-10-43.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a,,,,,a,Products,
545 @ 2024-01-28-09-10-43.json,5,5,mouseup,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
545 @ 2024-01-28-09-10-43.json,7,7,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
545 @ 2024-01-28-09-10-43.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[5]/button[1],Search,button,,,button,,
545 @ 2024-01-28-09-10-43.json,11,11,scroll,,,,,,,,
545 @ 2024-01-28-09-10-43.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[16]/td[15]/a,Edit Radiant Tee,,,,a,Edit,
545 @ 2024-01-28-09-10-43.json,15,15,scroll,,,,,,,,
545 @ 2024-01-28-09-10-43.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[3]/div[1]/strong,,,,,strong,Content,
545 @ 2024-01-28-09-10-43.json,19,19,scroll,,,,,,,,
545 @ 2024-01-28-09-10-43.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[5]/div[1]/strong,,,,,strong,Product Reviews,
