trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
510 @ 2023-12-26-23-32-50.json,1,1,mouseup,/html/body[1]/div[2]/div[1]/div/div[2]/nav/ul/li[9]/a[1]/span[2],,,,,span,Electronics,
510 @ 2023-12-26-23-32-50.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[2]/div/div[2]/dl[1]/dd[1]/ol/li[1]/a,,,,,a,Home Audio 1280\nitem,
510 @ 2023-12-26-23-32-50.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[2]/div/div[2]/dl[1]/dd[1]/ol/li[2]/a,,,,,a,Speakers 478\nitem,
510 @ 2023-12-26-23-32-50.json,7,7,mouseup,//*[@id='sorter'],,,,,select,Position\nProduct Name\nPrice,position
510 @ 2023-12-26-23-32-50.json,9,9,mouseup,//*[@id='sorter'],,,,,select,Position\nProduct Name\nPrice,position
510 @ 2023-12-26-23-32-50.json,11,11,scroll,,,,,,,,
510 @ 2023-12-26-23-32-50.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[3]/ol/li[10]/div/div[1]/div[3]/div/div[1]/form/button[1]/span,,,,,span,Add to Cart,
510 @ 2023-12-26-23-32-50.json,15,15,scroll,,,,,,,,
510 @ 2023-12-26-23-32-50.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div/div/a,,,,,a,shopping cart,
510 @ 2023-12-26-23-32-50.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[2]/div[1]/ul[1]/li[1]/button/span,,,,,span,Proceed to Checkout,
510 @ 2023-12-26-23-32-50.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div[1]/div[4]/ol/li[2]/div/div[3]/form/div[3]/div/button/span,,,,,span,Next,
510 @ 2023-12-26-23-32-50.json,23,23,mouseup,/html/body[1]/div[3]/main[1]/div[2]/div/div[1]/div[4]/ol/li[3]/div/form/fieldset[1]/div[2]/div/div/div[2]/div[2]/div[4]/div/button/span,,,,,span,Place Order,
510 @ 2024-01-06-15-47-13.json,1,1,mouseup,/html/body[1]/div[2]/div[1]/div/div[2]/nav/ul/li[9]/a[1]/span[2],,,,,span,Electronics,
