trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
299 @ 2023-12-26-22-20-55.json,1,1,mouseup,//*[@id='idqlUTFaj5'],,,,,a,My Account,
299 @ 2023-12-26-22-20-55.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
299 @ 2023-12-26-22-20-55.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
299 @ 2023-12-28-13-22-05.json,1,1,mouseup,//*[@id='idv1mGEyAX'],,,,,a,My Account,
299 @ 2023-12-28-13-22-05.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
299 @ 2023-12-28-13-22-05.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[6]/td[5]/a[1]/span,,,,,span,View Order,
299 @ 2024-01-06-13-12-09.json,1,1,mouseup,//*[@id='idzhiCPqfI'],,,,,a,My Account,
299 @ 2024-01-06-13-12-09.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
299 @ 2024-01-06-13-12-09.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[1]/td[4],,,,,td,Canceled,
299 @ 2024-01-06-13-12-09.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[1]/td[4],,,,,td,Canceled,
299 @ 2024-01-06-13-12-09.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[1]/td[5]/a[1]/span,,,,,span,View Order,
299 @ 2024-01-09-02-51-58.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[8]/td[5]/a[1]/span,,,,,span,View Order,
299 @ 2024-01-09-02-51-58.json,3,3,mouseup,//*[@id='idFs4nm4QF'],,,,,a,My Account,
299 @ 2024-01-09-02-51-58.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
299 @ 2024-01-09-02-51-58.json,7,7,scroll,,,,,,,,
299 @ 2024-01-09-02-51-58.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
299 @ 2024-01-09-02-51-58.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[4]/td[5]/a[1]/span,,,,,span,View Order,
