trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
769 @ 2024-01-02-14-28-45.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
769 @ 2024-01-02-14-28-45.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
769 @ 2024-01-02-14-28-45.json,5,5,mouseup,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Aero Daily Fitness Tee
769 @ 2024-01-02-14-28-45.json,7,7,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Aero Daily Fitness Tee
769 @ 2024-01-02-14-28-45.json,9,9,keypress,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,Aero Daily Fitness Tee
769 @ 2024-01-02-14-28-45.json,11,11,scroll,,,,,,,,
769 @ 2024-01-02-14-28-45.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[6]/td[4]/div,,,,,div,Aero Daily Fitness Tee-XS-Brown,
769 @ 2024-01-02-14-28-45.json,15,15,mouseup,//*[@id='TD06W5X'],,text,,,input,,100
769 @ 2024-01-02-14-28-45.json,17,17,keystroke,//*[@id='TD06W5X'],,text,,,input,,100
769 @ 2024-01-02-14-28-45.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
769 @ 2024-01-02-14-28-45.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
769 @ 2024-01-02-14-28-45.json,23,23,scroll,,,,,,,,
769 @ 2024-01-02-14-28-45.json,25,25,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[13]/td[4]/div,,,,,div,Aero Daily Fitness Tee-S-Brown,
769 @ 2024-01-02-14-28-45.json,27,27,mouseup,//*[@id='CXFM1BW'],,text,,,input,,100
769 @ 2024-01-02-14-28-45.json,29,29,keystroke,//*[@id='TD06W5X'],,text,,,input,,47
769 @ 2024-01-02-14-28-45.json,31,31,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
769 @ 2024-01-02-14-28-45.json,33,33,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
769 @ 2024-01-02-14-28-45.json,35,35,scroll,,,,,,,,
769 @ 2024-01-02-14-28-45.json,37,37,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[7]/td[5],,,,,td,Simple Product,
769 @ 2024-01-02-14-28-45.json,39,39,mouseup,//*[@id='I5XQUCN'],,text,,,input,,100
769 @ 2024-01-02-14-28-45.json,41,41,keystroke,//*[@id='CXFM1BW'],,text,,,input,,47
769 @ 2024-01-02-14-28-45.json,43,43,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
769 @ 2024-01-02-14-28-45.json,45,45,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button[1]/span,,,,,span,Back,
769 @ 2024-01-02-14-28-45.json,47,47,scroll,,,,,,,,
769 @ 2024-01-02-14-28-45.json,49,49,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[4]/td[5],,,,,td,Simple Product,
769 @ 2024-01-02-14-28-45.json,51,51,mouseup,//*[@id='DTXN6EJ'],,text,,,input,,100
769 @ 2024-01-02-14-28-45.json,53,53,keystroke,//*[@id='I5XQUCN'],,text,,,input,,47
769 @ 2024-01-02-14-28-45.json,55,55,mouseup,//*[@id='save-button'],,,,,button,Save,
769 @ 2024-01-02-14-28-45.json,57,57,mouseup,//*[@id='save-button'],,,,,button,Save,
769 @ 2024-01-02-14-28-45.json,59,59,scroll,,,,,,,,
769 @ 2024-01-02-14-28-45.json,61,61,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[9]/td[4]/div,,,,,div,Aero Daily Fitness Tee-XL-Brown,
769 @ 2024-01-02-14-28-45.json,63,63,mouseup,//*[@id='EA0QX8L'],,text,,,input,,100
769 @ 2024-01-02-14-28-45.json,65,65,keystroke,//*[@id='EA0QX8L'],,text,,,input,,100
769 @ 2024-01-02-14-28-45.json,67,67,mouseup,//*[@id='save-button'],,,,,button,Save,
769 @ 2024-01-05-00-08-38.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
