trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
94 @ 2023-12-27-00-46-20.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1],,,,,a,SALES,
94 @ 2023-12-27-00-46-20.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[2]/a/span,,,,,span,Invoices,
94 @ 2023-12-27-22-52-30.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1]/span,,,,,span,SALES,
94 @ 2023-12-27-22-52-30.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[2]/a,,,,,a,Invoices,
94 @ 2024-01-05-04-33-47.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1],,,,,a,SALES,
94 @ 2024-01-05-04-33-47.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[2]/a/span,,,,,span,Invoices,
94 @ 2024-01-08-18-24-10.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1]/span,,,,,span,SALES,
94 @ 2024-01-08-18-24-10.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[2]/a/span,,,,,span,Invoices,
94 @ 2024-01-13-05-17-29.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div[1]/div[1]/div[1]/div/button[2]/span,,,,,span,Reset Filter,
94 @ 2024-01-13-05-17-29.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1],,,,,a,SALES,
94 @ 2024-01-13-05-17-29.json,5,5,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[2]/a/span,,,,,span,Invoices,
