trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
457 @ 2023-12-28-09-01-06.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
457 @ 2023-12-28-09-01-06.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
457 @ 2023-12-28-09-01-06.json,5,5,mouseup,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
457 @ 2023-12-28-09-01-06.json,7,7,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
457 @ 2023-12-28-09-01-06.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[5]/button[1],Search,button,,,button,,
457 @ 2023-12-28-09-01-06.json,11,11,scroll,,,,,,,,
457 @ 2023-12-28-09-01-06.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[7]/td[15]/a,Edit Karmen Yoga Pant,,,,a,Edit,
457 @ 2023-12-28-09-01-06.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div/fieldset/div[1]/div[2]/div/label[1],,,,,label,,
457 @ 2023-12-28-09-01-06.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
457 @ 2023-12-31-20-09-45.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
457 @ 2023-12-31-20-09-45.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a,,,,,a,Products,
457 @ 2023-12-31-20-09-45.json,5,5,mouseup,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
457 @ 2023-12-31-20-09-45.json,7,7,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
457 @ 2023-12-31-20-09-45.json,9,9,keypress,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,karmen
457 @ 2023-12-31-20-09-45.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr[1]/td[4],,,,,td,Karmen Yoga Pant,
457 @ 2023-12-31-20-09-45.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div/fieldset/div[1]/div[2]/div/label[1],,,,,label,,
457 @ 2023-12-31-20-09-45.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/div[1]/button[1]/span,,,,,span,Save,
457 @ 2024-01-07-01-10-11.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
457 @ 2024-01-07-01-10-11.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
