trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
106 @ 2023-12-27-02-18-36.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/div[1]/ul[1]/li[3]/a,,,,,a,Explore,
106 @ 2023-12-27-02-18-36.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[5]/ul[1]/li[1]/div[2]/div/div[1]/h2[1]/a/span[1],,,,,span,Umano: News Read To You /,
106 @ 2023-12-27-02-18-36.json,5,5,mouseup,//*[@id='js-onboarding-issues-link'],,,,,span,Issues,
106 @ 2023-12-27-02-18-36.json,7,7,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/div[2]/div[1]/div[2]/div/div/input[1],Search,,,,input,,
106 @ 2023-12-27-02-18-36.json,9,9,keystroke,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/div[2]/div[1]/div[2]/div/div/input[1],Search,,,,input,,
106 @ 2023-12-27-02-18-36.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/div[2]/div[1]/div[3]/button/svg,,,,img,svg,,
106 @ 2023-12-28-09-41-40.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/div[1]/ul[1]/li[3]/a,,,,,a,Explore,
106 @ 2023-12-28-09-41-40.json,3,3,mouseup,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,
106 @ 2023-12-28-09-41-40.json,5,5,keystroke,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,
106 @ 2023-12-28-09-41-40.json,7,7,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[5]/div/ul[1]/li/div[2]/div/div[1]/h2[1]/a/span[2],,,,,span,AndroidSlidingUpPanel,
106 @ 2023-12-28-09-41-40.json,9,9,mouseup,//*[@id='js-onboarding-issues-link'],,,,,span,Issues,
106 @ 2023-12-28-09-41-40.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/div[2]/div[1]/div[2]/div/div/input[1],Search,,,,input,,
106 @ 2023-12-28-09-41-40.json,13,13,keystroke,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,AndroidSlidingUPPane
106 @ 2023-12-28-09-41-40.json,15,15,keypress,/div/div/input[1],Search,,,,input,,BUG
106 @ 2023-12-30-12-35-44.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/div[1]/ul[1]/li[3]/a,,,,,a,Explore,
106 @ 2023-12-30-12-35-44.json,3,3,mouseup,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,
106 @ 2023-12-30-12-35-44.json,5,5,keystroke,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,
106 @ 2023-12-30-12-35-44.json,7,7,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[5]/div/ul[1]/li[5]/div[2]/div/div[1]/h2[1]/a/span[2],,,,,span,AndroidSlidingUpPanel,
106 @ 2023-12-30-12-35-44.json,9,9,mouseup,//*[@id='js-onboarding-issues-link'],,,,,span,Issues,
106 @ 2023-12-30-12-35-44.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/div[2]/div[1]/div[2]/div/div/input[1],Search,,,,input,,
