trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
711 @ 2023-12-28-19-49-51.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
711 @ 2023-12-28-19-49-51.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[1]/a/span,,,,,span,Views,
711 @ 2023-12-28-19-49-51.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2023-12-28-19-49-51.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2023-12-28-19-49-51.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2023-12-28-19-49-51.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2023-12-28-19-49-51.json,13,13,mouseup,//*[@id='filter_form_submit'],,button,,,button,Show Report,
711 @ 2023-12-31-03-10-51.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
711 @ 2023-12-31-03-10-51.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[1]/a/span,,,,,span,Views,
711 @ 2023-12-31-03-10-51.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2023-12-31-03-10-51.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2023-12-31-03-10-51.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2023-12-31-03-10-51.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2023-12-31-03-10-51.json,13,13,mouseup,//*[@id='filter_form_submit'],,button,,,button,Show Report,
711 @ 2023-12-31-03-10-51.json,15,15,scroll,,,,,,,,
711 @ 2024-01-05-20-15-15.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
711 @ 2024-01-05-20-15-15.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[1]/a/span,,,,,span,Views,
711 @ 2024-01-05-20-15-15.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2024-01-05-20-15-15.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2024-01-05-20-15-15.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2024-01-05-20-15-15.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2024-01-05-20-15-15.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
711 @ 2024-01-05-20-15-15.json,15,15,scroll,,,,,,,,
711 @ 2024-01-07-21-05-10.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[1]/a,,,,,a,DASHBOARD,
711 @ 2024-01-07-21-05-10.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1]/span,,,,,span,REPORTS,
711 @ 2024-01-07-21-05-10.json,5,5,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[1]/a/span,,,,,span,Views,
711 @ 2024-01-07-21-05-10.json,7,7,mouseup,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2024-01-07-21-05-10.json,9,9,keystroke,//*[@id='sales_report_from'],,text,,,input,,
711 @ 2024-01-07-21-05-10.json,11,11,mouseup,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2024-01-07-21-05-10.json,13,13,keystroke,//*[@id='sales_report_to'],,text,,,input,,
711 @ 2024-01-07-21-05-10.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
711 @ 2024-01-07-21-05-10.json,17,17,scroll,,,,,,,,
