trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
407 @ 2023-12-30-20-51-23.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
407 @ 2023-12-30-20-51-23.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
407 @ 2023-12-30-20-51-23.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[4]/ul[1]/li[2]/a,,,,,a,deeplearning,
407 @ 2023-12-30-20-51-23.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/article[1]/div/div[2]/form/button[1]/span/span/svg[1],,,,,svg,,
407 @ 2023-12-31-20-32-46.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
407 @ 2023-12-31-20-32-46.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
407 @ 2023-12-31-20-32-46.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[4]/ul[1]/li[2]/a,,,,,a,deeplearning,
407 @ 2023-12-31-20-32-46.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/button[1]/span[2],,,,,span,Hot,
407 @ 2023-12-31-20-32-46.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/ul[1]/li[2]/a,,,,,a,New,
407 @ 2023-12-31-20-32-46.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/article[1]/div/div[2]/form/button[1]/span/span/svg[1],,,,,svg,,
407 @ 2024-01-06-19-20-25.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
407 @ 2024-01-06-19-20-25.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
407 @ 2024-01-06-19-20-25.json,5,5,scroll,,,,,,,,
407 @ 2024-01-06-19-20-25.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[4]/ul[1]/li[2]/a,,,,,a,deeplearning,
407 @ 2024-01-06-19-20-25.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/button[1],Sort by: Hot,button,,,button,Hot,
407 @ 2024-01-06-19-20-25.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/ul[1]/li[2]/a,,,,,a,New,
407 @ 2024-01-06-19-20-25.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/article[1]/div/div[2]/form/button[1]/span/span/svg[1]/use,,,,,use,,
407 @ 2024-02-17-14-42-32.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
407 @ 2024-02-17-14-42-32.json,3,3,scroll,,,,,,,,
407 @ 2024-02-17-14-42-32.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/nav[2]/ul,,,,,ul,Previous\n1\n2\n3\n4\nNext,
407 @ 2024-02-17-14-42-32.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/nav[2]/ul/li[3]/a,Page 2,,,,a,2,
407 @ 2024-02-17-14-42-32.json,9,9,scroll,,,,,,,,
407 @ 2024-02-17-14-42-32.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/nav[2]/ul,,,,,ul,Previous\n1\n2\n3\n4\nNext,
407 @ 2024-02-17-14-42-32.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/nav[2]/ul/li[4]/a,Page 3,,,,a,3,
407 @ 2024-02-17-14-42-32.json,15,15,scroll,,,,,,,,
407 @ 2024-02-17-14-42-32.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/nav[2]/ul/li[5]/a,Page 4,,,,a,4,
407 @ 2024-02-17-14-42-32.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[2]/article[3]/div[1]/h2[1]/a/b[1],,,,,b,deeplearning,
407 @ 2024-02-17-14-42-32.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/button[1]/span[2],,,,,span,Hot,
407 @ 2024-02-17-14-42-32.json,23,23,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/ul[1]/li[2]/a,,,,,a,New,
407 @ 2024-02-17-14-42-32.json,25,25,mouseup,/html/body[1]/div[2]/main[1]/article[1]/div/div[2]/form/button[1]/span/span/svg[1]/use,,,,,use,,
