trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
282 @ 2024-01-09-02-16-45.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
282 @ 2024-01-09-02-16-45.json,3,3,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-01-09-02-16-45.json,5,5,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-01-09-02-16-45.json,7,7,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,Nike slides
282 @ 2024-01-09-02-16-45.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[2]/div/div[2]/dl[1]/dd[1]/ol/li[3]/a,,,,,a,"Clothing, Shoes & Jewelry 4416\nitem",
282 @ 2024-01-09-02-16-45.json,11,11,scroll,,,,,,,,
282 @ 2024-01-09-02-16-45.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
282 @ 2024-01-09-02-16-45.json,15,15,scroll,,,,,,,,
282 @ 2024-01-09-02-16-45.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
282 @ 2024-01-09-02-16-45.json,19,19,scroll,,,,,,,,
282 @ 2024-02-01-10-06-57.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-02-01-10-06-57.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,n
282 @ 2024-02-01-10-06-57.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,nike slides
282 @ 2024-02-01-10-06-57.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[2]/div/div[2]/dl[1]/dd[1]/ol/li[3]/a,,,,,a,"Clothing, Shoes & Jewelry 4416\nitem",
282 @ 2024-02-01-10-06-57.json,9,9,scroll,,,,,,,,
282 @ 2024-02-01-10-06-57.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
282 @ 2024-02-01-10-06-57.json,13,13,scroll,,,,,,,,
282 @ 2024-02-02-11-50-09.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-02-02-11-50-09.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-02-02-11-50-09.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,nike slides
282 @ 2024-02-02-11-50-09.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[2]/div/div[2]/dl[1]/dd[1]/ol/li[3]/a,,,,,a,"Clothing, Shoes & Jewelry 4416\nitem",
282 @ 2024-02-02-11-50-09.json,9,9,scroll,,,,,,,,
282 @ 2024-02-02-11-50-09.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
282 @ 2024-02-02-11-50-09.json,13,13,scroll,,,,,,,,
282 @ 2024-02-16-23-52-16.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-02-16-23-52-16.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-02-16-23-52-16.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,nike slides
282 @ 2024-02-16-23-52-16.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[2]/div/div[2]/dl[1]/dd[1]/ol/li[3]/a,,,,,a,"Clothing, Shoes & Jewelry 4416\nitem",
282 @ 2024-02-16-23-52-16.json,9,9,scroll,,,,,,,,
282 @ 2024-02-16-23-52-16.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
282 @ 2024-02-16-23-52-16.json,13,13,scroll,,,,,,,,
282 @ 2024-02-16-23-52-16.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
282 @ 2024-02-16-23-52-16.json,17,17,scroll,,,,,,,,
282 @ 2024-02-16-23-52-16.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
282 @ 2024-02-16-23-52-16.json,21,21,scroll,,,,,,,,
282 @ 2024-02-16-23-52-16.json,23,23,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
282 @ 2024-02-16-23-52-16.json,25,25,scroll,,,,,,,,
282 @ 2024-02-16-23-52-16.json,27,27,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
282 @ 2024-02-22-11-36-22.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
282 @ 2024-02-22-11-36-22.json,3,3,keystroke,//*[@id='html-body'],,,,,body,"My AccountMy Wish List 5 items Sign Out  Welcome, Emma Lopez!\nSkip to Content\nMy Cart\nSearch\nAdvanced Search\nSearch\nBeauty & Personal Care\nSports & Outdoors\nClothing, Shoes & Jewelry\nHome & Kitchen\nOffice Products\nTools & Home Improvement\nHealth & Household\nPatio, Lawn & Garden\nElectronics\nCell Phones & Accessories\nVideo Games\nGrocery & Gourmet Food\nHome  Search results for: 'oral b brush head'\nSearch results for: 'oral b brush head'\nView as\nGrid\nList\n\nItems 37-48 of 166\n\nSort By \nProduct Name\nPrice\nRelevance\n \nSet Ascending Direction\nRelated search terms\nheadphones\noral b toothbrush\nThe Incredibles Inspired 3pcs Bright Smile Oral Care Set! Light Up Toothbrush, Brushing Timer & Mouthwash Rinse Cup! Plus Bonus Flossers & Tooth Necklace!\n$13.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nRZM® Kids Automatic Sonic Toothbrush- an Ergonomic U-Shaped Toothbrush with six Modes for 360° Sensitive Oral Tooth Cleaning (Pink)\nRating:\n77%\n	12  Reviews\n$34.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nEXCEART Kids 360° Electric Toothbrush U Shape Rechargeable Toothbrush for Toddlers Kids Oral Care Black\n$27.79\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nKid Toothbrush, Waterproof Children's Toothbrush U-Shaped Brush Head Electric Toothbrush\n$20.44\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nJENPECH Kids Electric Toothbrushes with 3 Pcs Brush Heads - Cute Bear Design Soft Brush Smart Timing IPX7 Children Gums Ultrasonic Automatic Toothbrush for Toddler Over Two Years Old Yellow\n$11.53\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nDOITOOL 4Pcs Kids U Shaped Toothbrush Age 2-6 Silicone Toothbrush with Soft Brush Head Whitening MassageToothbrush U-Type Whole Mouth Modeling Toothbrush for Childrens Present Favors\n$14.79\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nDinosaurs Inspired 4pc. Bright Smile Oral Hygiene Set! Dino Manual Toothbrush, Crest Kids Sparkle Toothpaste & Mouthwash Rinse Cup! Plus Bonus Remember to Brush Visual Aid! by SmileCare\n$17.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nSDLAJOLLA Kids Electric Toothbrush, Children's Smart 360 Degree U-Shaped Automatic Toothbrush Cleaning 8000?31000 Times/Min Oral Care Intelligent Cleaner Tool for Child\n$21.87\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nKids Electric toothbrush, Waterproof Son-ic Vibration Gums Care Oral Cleaning Electric Toothbrush Pink 22.7cm x 12.7cm x 4.4cm/8.94"" x 5"" x1.73""\n$36.20\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nDisney Incredibles Inspired 4pc Bright Smile Oral Care set! Flashing Lights Toothbrush, Toothpaste, Brushing Timer & Mouthwash Rinse Cup! Plus Bonus Flossers and Tooth Necklace as Visual Aid Reminder!\n$14.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nChildren's Toothbrush U-shaped Age 2-12 Kids Silicone Toothbrush, Food Soft Silicone Brush Head With Cute Cake Look\n$4.19\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nZoommate Kids Electric Toothbrush 3 Modes with Smart Timer, U-Shaped Brush Head, Wireless Rechargeable(Aged 2-6)\n$29.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\nPage\nPage\nPrevious\n \nPage\n2 \nPage\n3 \nYou're currently reading page\n4 \nPage\n5 \nPage\n6 \nPage\nNext\nShow \n12\n24\n36\n per page\nShop By\nNow Shopping by\nCategory\nChildren's Dental Care Remove This Item\nClear All\nShopping Options\nCompare Products\nYou have no items to compare.\nRecently Ordered\nAdd to Cart\nDr. Martens Men's Galia Fisherman Sandal\nAdd to Cart\nView All\nMy Wish List 5 items\nTide PODS Spring Meadow Scent HE Turbo Laundry Detergent Pacs, 81 Count\n\n$63.97\n\nAdd to Cart \nRemove This Item\nLight Blue Simple Summer New Low Heels Slippers for Women Fashion Chunky Heels Pointed Toe Wine Glasses Sandals Comfortable Walking Shoes Ladies All-Match Sexy Party Shoes\n\n$14.59\n\nAdd to Cart \nRemove This Item\nDkRgVNY Lace Spcling Lingerie Womens Sexy Hollow Out Underwear Bodysuit One Piece Snap Crotch Clubwear Teddy Bodysuit\n\n$11.09\n\nAdd to Cart \nRemove This Item\nGo to Wish List\nSign Up for Our Newsletter:\nSubscribe\nPrivacy and Cookie Policy\nSearch Terms\nAdvanced Search\nContact Us\nCopyright © 2013-present Magento, Inc. All rights reserved.\nHelp Us Keep Magento Healthy Report All Bugs",
282 @ 2024-02-22-11-36-22.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,nike slides
282 @ 2024-02-22-11-36-22.json,7,7,scroll,,,,,,,,
282 @ 2024-02-22-11-36-22.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
282 @ 2024-02-22-11-36-22.json,11,11,scroll,,,,,,,,
282 @ 2024-02-22-11-36-22.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
282 @ 2024-02-22-11-36-22.json,15,15,scroll,,,,,,,,
