trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
695 @ 2023-12-28-16-52-02.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
695 @ 2023-12-28-16-52-02.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
695 @ 2023-12-28-16-52-02.json,5,5,mouseup,//*[@id='add_new_product-button'],,,,,button,Add Product,
695 @ 2023-12-28-16-52-02.json,7,7,mouseup,//*[@id='MPNJA7P'],,text,,,input,,
695 @ 2023-12-28-16-52-02.json,9,9,keystroke,//*[@id='MPNJA7P'],,text,,,input,,
695 @ 2023-12-28-16-52-02.json,11,11,mouseup,//*[@id='T28EF6X'],,text,,,input,,
695 @ 2023-12-28-16-52-02.json,13,13,keystroke,//*[@id='T28EF6X'],,text,,,input,,
695 @ 2023-12-28-16-52-02.json,15,15,scroll,,,,,,,,
695 @ 2023-12-28-16-52-02.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[4]/div[2]/fieldset/div[1]/div[1]/button/span,,,,,span,Create Configurations,
695 @ 2023-12-28-16-52-02.json,19,19,mouseup,//*[@id='idscheck93'],,checkbox,,,input,,93
695 @ 2023-12-28-16-52-02.json,21,21,mouseup,//*[@id='idscheck144'],,checkbox,,,input,,144
695 @ 2023-12-28-16-52-02.json,23,23,mouseup,/html/body[1]/div[5]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
695 @ 2023-12-28-16-52-02.json,25,25,mouseup,//*[@id='IA9X40X'],,checkbox,,,input,,IA9X40X
695 @ 2023-12-28-16-52-02.json,27,27,mouseup,//*[@id='XPQA5SK'],,checkbox,,,input,,XPQA5SK
695 @ 2023-12-28-16-52-02.json,29,29,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
695 @ 2023-12-28-16-52-02.json,31,31,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[3]/div[3]/div/div[4]/div/ul[1]/li[1]/div/label[1]/span,,,,,span,Apply single quantity to each SKUs,
695 @ 2023-12-28-16-52-02.json,33,33,mouseup,//*[@id='apply-single-inventory-input'],,text,,,input,,
695 @ 2023-12-28-16-52-02.json,35,35,keystroke,//*[@id='apply-single-inventory-input'],,text,,,input,,
695 @ 2023-12-28-16-52-02.json,37,37,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
695 @ 2023-12-28-16-52-02.json,39,39,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Generate Products,
695 @ 2023-12-28-16-52-02.json,41,41,mouseup,/html/body[1]/div[3]/main[1]/div[1]/div[2]/div/div/div[1]/button[1]/span,,,,,span,Save,
695 @ 2023-12-29-04-16-18.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1],,,,,a,CATALOG,
695 @ 2023-12-29-04-16-18.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a,,,,,a,Products,
695 @ 2023-12-29-04-16-18.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[2]/div/div/div/button[1]/span,,,,,span,Add Product,
695 @ 2023-12-29-04-16-18.json,7,7,mouseup,//*[@id='OEFJFFN'],,text,,,input,,
695 @ 2023-12-29-04-16-18.json,9,9,keystroke,//*[@id='OEFJFFN'],,text,,,input,,
695 @ 2023-12-29-04-16-18.json,11,11,mouseup,//*[@id='U85VGFQ'],,text,,,input,,
695 @ 2023-12-29-04-16-18.json,13,13,keystroke,//*[@id='U85VGFQ'],,text,,,input,,
695 @ 2023-12-29-04-16-18.json,15,15,scroll,,,,,,,,
695 @ 2023-12-29-04-16-18.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[4]/div[2]/fieldset/div[1]/div[1]/button/span,,,,,span,Create Configurations,
695 @ 2023-12-29-04-16-18.json,19,19,mouseup,//*[@id='idscheck93'],,checkbox,,,input,,93
695 @ 2023-12-29-04-16-18.json,21,21,mouseup,//*[@id='idscheck144'],,checkbox,,,input,,144
695 @ 2023-12-29-04-16-18.json,23,23,mouseup,/html/body[1]/div[5]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
695 @ 2023-12-29-04-16-18.json,25,25,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[3]/div[2]/div/div[2]/div[1]/fieldset[1]/ul/li[12]/div[1]/label[1],,,,,label,Yellow,
695 @ 2023-12-29-04-16-18.json,27,27,mouseup,//*[@id='WK64A9P'],,checkbox,,,input,,WK64A9P
695 @ 2023-12-29-04-16-18.json,29,29,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
695 @ 2023-12-29-04-16-18.json,31,31,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[3]/div[3]/div/div[4]/div/ul[1]/li[1]/div/label[1],,,,,label,Apply single quantity to each SKUs,
695 @ 2023-12-29-04-16-18.json,33,33,mouseup,//*[@id='apply-single-inventory-input'],,text,,,input,,
695 @ 2023-12-29-04-16-18.json,35,35,keystroke,//*[@id='apply-single-inventory-input'],,text,,,input,,
695 @ 2023-12-29-04-16-18.json,37,37,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
695 @ 2023-12-29-04-16-18.json,39,39,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Generate Products,
695 @ 2023-12-29-04-16-18.json,41,41,mouseup,//*[@id='save-button'],,,,,button,Save,
695 @ 2024-01-01-18-09-31.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/a[1]/span,,,,,span,CATALOG,
695 @ 2024-01-01-18-09-31.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[3]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Products,
695 @ 2024-01-01-18-09-31.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[2]/div/div/div/button[1]/span,,,,,span,Add Product,
695 @ 2024-01-01-18-09-31.json,7,7,mouseup,//*[@id='YXOHSGP'],,text,,,input,,
695 @ 2024-01-01-18-09-31.json,9,9,keystroke,//*[@id='YXOHSGP'],,text,,,input,,
695 @ 2024-01-01-18-09-31.json,11,11,mouseup,//*[@id='XDDYEJS'],,text,,,input,,
695 @ 2024-01-01-18-09-31.json,13,13,keystroke,//*[@id='XDDYEJS'],,text,,,input,,
695 @ 2024-01-01-18-09-31.json,15,15,scroll,,,,,,,,
695 @ 2024-01-01-18-09-31.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[4]/div[2]/fieldset/div[1]/div[1]/button/span,,,,,span,Create Configurations,
695 @ 2024-01-01-18-09-31.json,19,19,mouseup,//*[@id='idscheck93'],,checkbox,,,input,,93
695 @ 2024-01-01-18-09-31.json,21,21,mouseup,//*[@id='idscheck144'],,checkbox,,,input,,144
695 @ 2024-01-01-18-09-31.json,23,23,mouseup,/html/body[1]/div[5]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
695 @ 2024-01-01-18-09-31.json,25,25,mouseup,//*[@id='FCVQF5Y'],,checkbox,,,input,,FCVQF5Y
695 @ 2024-01-01-18-09-31.json,27,27,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[3]/div[2]/div/div[2]/div[2]/fieldset[1]/ul/li[20]/div[1]/label[1],,,,,label,38,
695 @ 2024-01-01-18-09-31.json,29,29,mouseup,/html/body[1]/div[6]/aside[14]/div[2]/div[1]/div/div/div[1]/div[2]/div[1]/div[3]/button,,button,,,button,Next,
