trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
179 @ 2023-12-26-21-39-53.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/span[1],12 assigned issues,,,,span,12,
179 @ 2023-12-26-21-39-53.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/ul[1]/li[3]/a/span[2],,,,,span,65,
179 @ 2023-12-26-21-39-53.json,5,5,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2023-12-26-21-39-53.json,7,7,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2023-12-26-21-39-53.json,9,9,keypress,//*[@id='filtered-search-issues'],,,,,input,,feature
179 @ 2023-12-26-21-39-53.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/button[1]/span,,,,,span,Priority,
179 @ 2023-12-26-21-39-53.json,13,13,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/div[1]/div/ul/li[2]/span/span[1],,,,,span,Created date,
179 @ 2023-12-26-21-39-53.json,15,15,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span[1]/a,,,,,a,[Feature suggestion] WCAG trash panda mode,
179 @ 2023-12-28-11-13-06.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/svg[1]/use,,,,,use,,
179 @ 2023-12-28-11-13-06.json,3,3,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2023-12-28-11-13-06.json,5,5,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2023-12-28-11-13-06.json,7,7,keypress,//*[@id='filtered-search-issues'],,,,,input,,feature
179 @ 2023-12-28-11-13-06.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/button[1]/span/span[1],,,,,span,Created date,
179 @ 2023-12-28-11-13-06.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/div[1]/div/ul/li[2]/span/span[1],,,,,span,Created date,
179 @ 2023-12-28-11-13-06.json,13,13,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span[1]/a,,,,,a,[Feature suggestion] WCAG trash panda mode,
179 @ 2023-12-31-02-02-47.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/span[1],13 assigned issues,,,,span,13,
179 @ 2023-12-31-02-02-47.json,3,3,mouseup,//*[@id='state-all'],,,,,a,All\n66,
179 @ 2023-12-31-02-02-47.json,5,5,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2023-12-31-02-02-47.json,7,7,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2023-12-31-02-02-47.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[1]/form/div/div/div[2]/div[2]/ul/li[7]/button/span[1],,,,,span,Search for this text,
179 @ 2023-12-31-02-02-47.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/button[1]/span/span[1],,,,,span,Created date,
179 @ 2023-12-31-02-02-47.json,13,13,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/div[1]/div/ul/li[2]/span/span[1],,,,,span,Created date,
179 @ 2023-12-31-02-02-47.json,15,15,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span[1]/a,,,,,a,[Feature suggestion] Support linking to an accessibility statement,
179 @ 2024-01-08-12-29-14.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/svg[1],,,,,svg,,
179 @ 2024-01-08-12-29-14.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/ul[1]/li[3]/a/span[2],,,,,span,73,
179 @ 2024-01-08-12-29-14.json,5,5,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2024-01-08-12-29-14.json,7,7,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2024-01-08-12-29-14.json,9,9,keypress,//*[@id='filtered-search-issues'],,,,,input,,feature
179 @ 2024-01-08-12-29-14.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span[1]/a,,,,,a,[Feature suggestion] WCAG trash panda mode,
179 @ 2024-01-14-06-22-01.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[4]/div/div[1]/div[1]/span/a,,,,,a,Better Event page UX,
179 @ 2024-01-14-06-22-01.json,3,3,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/svg[1],,,,,svg,,
179 @ 2024-01-14-06-22-01.json,5,5,mouseup,//*[@id='state-all'],,,,,a,All\n72,
179 @ 2024-01-14-06-22-01.json,7,7,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/button[1]/span/span[1],,,,,span,Created date,
179 @ 2024-01-14-06-22-01.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/div[1]/div/ul/li[2]/span/span[1],,,,,span,Created date,
179 @ 2024-01-14-06-22-01.json,11,11,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2024-01-14-06-22-01.json,13,13,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
179 @ 2024-01-14-06-22-01.json,15,15,keypress,//*[@id='filtered-search-issues'],,,,,input,,feature
179 @ 2024-01-14-06-22-01.json,17,17,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span[1]/a,,,,,a,[Feature suggestion] Support linking to an accessibility statement,
