trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
319 @ 2023-12-30-20-22-58.json,1,1,mouseup,//*[@id='idTRUJaOdJ'],,,,,a,My Account,
319 @ 2023-12-30-20-22-58.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
319 @ 2023-12-30-20-22-58.json,5,5,scroll,,,,,,,,
319 @ 2023-12-30-20-22-58.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a/span[2],,,,,span,4,
319 @ 2024-01-01-00-19-57.json,1,1,mouseup,//*[@id='idPdN9zsKW'],,,,,a,My Account,
319 @ 2024-01-01-00-19-57.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
319 @ 2024-01-01-00-19-57.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[5]/a,,,,,a,Page\nNext,
319 @ 2024-01-01-00-19-57.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
319 @ 2024-01-01-00-19-57.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
319 @ 2024-01-02-16-10-53.json,1,1,mouseup,//*[@id='id2AZTTTMO'],,,,,a,My Account,
319 @ 2024-01-02-16-10-53.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
319 @ 2024-01-02-16-10-53.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a/span[2],,,,,span,4,
319 @ 2024-01-06-13-22-12.json,1,1,mouseup,//*[@id='idzhiCPqfI'],,,,,a,My Account,
319 @ 2024-01-06-13-22-12.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
319 @ 2024-01-06-13-22-12.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[2]/a,,,,,a,Page\n2,
319 @ 2024-01-06-13-22-12.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a,,,,,a,Page\n3,
319 @ 2024-01-06-13-22-12.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[5]/a/span[2],,,,,span,4,
