trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
1 @ 2023-12-25-15-44-04.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
1 @ 2023-12-25-15-44-04.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a,,,,,a,Bestsellers,
1 @ 2023-12-25-15-44-04.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2023-12-25-15-44-04.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2023-12-25-15-44-04.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2023-12-25-15-44-04.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2023-12-25-15-44-04.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
1 @ 2023-12-25-15-44-04.json,15,15,scroll,,,,,,,,
1 @ 2023-12-25-17-08-00.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
1 @ 2023-12-25-17-08-00.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a/span,,,,,span,Bestsellers,
1 @ 2023-12-25-17-08-00.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2023-12-25-17-08-00.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2023-12-25-17-08-00.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2023-12-25-17-08-00.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2023-12-25-17-08-00.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
1 @ 2023-12-25-17-08-00.json,15,15,scroll,,,,,,,,
1 @ 2024-01-05-01-57-42.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
1 @ 2024-01-05-01-57-42.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a,,,,,a,Bestsellers,
1 @ 2024-01-05-01-57-42.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2024-01-05-01-57-42.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2024-01-05-01-57-42.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2024-01-05-01-57-42.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2024-01-05-01-57-42.json,13,13,mouseup,//*[@id='filter_form_submit'],,button,,,button,Show Report,
1 @ 2024-01-05-01-57-42.json,15,15,scroll,,,,,,,,
1 @ 2024-01-08-15-20-51.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1]/span,,,,,span,REPORTS,
1 @ 2024-01-08-15-20-51.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a/span,,,,,span,Bestsellers,
1 @ 2024-01-08-15-20-51.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2024-01-08-15-20-51.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2024-01-08-15-20-51.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2024-01-08-15-20-51.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2024-01-08-15-20-51.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
1 @ 2024-01-08-15-20-51.json,15,15,scroll,,,,,,,,
1 @ 2024-01-13-04-50-53.json,1,1,mouseup,,,,,,,,
1 @ 2024-01-13-04-50-53.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
1 @ 2024-01-13-04-50-53.json,5,5,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a,,,,,a,Bestsellers,
1 @ 2024-01-13-04-50-53.json,7,7,mouseup,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2024-01-13-04-50-53.json,9,9,keystroke,//*[@id='sales_report_from'],,text,,,input,,
1 @ 2024-01-13-04-50-53.json,11,11,mouseup,//*[@id='sales_report_to'],,text,,,input,,
1 @ 2024-01-13-04-50-53.json,13,13,keystroke,//*[@id='sales_report_from'],,text,,,input,,1/1/2
1 @ 2024-01-13-04-50-53.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
1 @ 2024-01-13-04-50-53.json,17,17,scroll,,,,,,,,
