trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
3 @ 2023-12-25-15-31-51.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1]/span,,,,,span,REPORTS,
3 @ 2023-12-25-15-31-51.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a/span,,,,,span,Bestsellers,
3 @ 2023-12-25-15-31-51.json,5,5,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2023-12-25-15-31-51.json,7,7,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2023-12-25-15-31-51.json,9,9,mouseup,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2023-12-25-15-31-51.json,11,11,keystroke,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2023-12-25-15-31-51.json,13,13,mouseup,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2023-12-25-15-31-51.json,15,15,keystroke,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2023-12-25-15-31-51.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
3 @ 2023-12-25-17-14-03.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
3 @ 2023-12-25-17-14-03.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a/span,,,,,span,Bestsellers,
3 @ 2023-12-25-17-14-03.json,5,5,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2023-12-25-17-14-03.json,7,7,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2023-12-25-17-14-03.json,9,9,mouseup,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2023-12-25-17-14-03.json,11,11,keystroke,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2023-12-25-17-14-03.json,13,13,mouseup,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2023-12-25-17-14-03.json,15,15,keystroke,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2023-12-25-17-14-03.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
3 @ 2023-12-25-17-14-03.json,19,19,scroll,,,,,,,,
3 @ 2024-01-05-02-00-16.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1]/span,,,,,span,REPORTS,
3 @ 2024-01-05-02-00-16.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a,,,,,a,Bestsellers,
3 @ 2024-01-05-02-00-16.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2024-01-05-02-00-16.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2024-01-05-02-00-16.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2024-01-05-02-00-16.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2024-01-05-02-00-16.json,13,13,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2024-01-05-02-00-16.json,15,15,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2024-01-05-02-00-16.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
3 @ 2024-01-05-02-00-16.json,19,19,scroll,,,,,,,,
3 @ 2024-01-08-17-05-36.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
3 @ 2024-01-08-17-05-36.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a/span,,,,,span,Bestsellers,
3 @ 2024-01-08-17-05-36.json,5,5,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2024-01-08-17-05-36.json,7,7,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2024-01-08-17-05-36.json,9,9,mouseup,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2024-01-08-17-05-36.json,11,11,keystroke,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2024-01-08-17-05-36.json,13,13,mouseup,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2024-01-08-17-05-36.json,15,15,keystroke,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2024-01-08-17-05-36.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
3 @ 2024-01-08-17-05-36.json,19,19,scroll,,,,,,,,
3 @ 2024-02-11-23-39-10.json,1,1,mouseup,,,,,,,,
3 @ 2024-02-11-23-39-10.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
3 @ 2024-02-11-23-39-10.json,5,5,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[3]/ul/li[2]/div[1]/ul/li[2]/a/span,,,,,span,Bestsellers,
3 @ 2024-02-11-23-39-10.json,7,7,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2024-02-11-23-39-10.json,9,9,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
3 @ 2024-02-11-23-39-10.json,11,11,mouseup,//*[@id='sales_report_from'],,text,,,input,,
3 @ 2024-02-11-23-39-10.json,13,13,keypress,,,,,,,,
3 @ 2024-02-11-23-39-10.json,15,15,keystroke,//*[@id='sales_report_from'],,text,,,input,,1
3 @ 2024-02-11-23-39-10.json,17,17,mouseup,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2024-02-11-23-39-10.json,19,19,keystroke,//*[@id='sales_report_to'],,text,,,input,,
3 @ 2024-02-11-23-39-10.json,21,21,mouseup,//*[@id='filter_form_submit'],,button,,,button,Show Report,
3 @ 2024-02-11-23-39-10.json,23,23,scroll,,,,,,,,
