trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
630 @ 2023-12-31-16-19-07.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
630 @ 2023-12-31-16-19-07.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
630 @ 2023-12-31-16-19-07.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[8]/ul[1]/li[2]/a,,,,,a,headphones,
630 @ 2023-12-31-16-19-07.json,7,7,mouseup,//*[@id='submission_title'],,,,,textarea,,
630 @ 2023-12-31-16-19-07.json,9,9,keystroke,//*[@id='submission_title'],,,,,textarea,,
630 @ 2023-12-31-16-19-07.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
630 @ 2024-01-01-19-50-58.json,1,1,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
630 @ 2024-01-01-19-50-58.json,3,3,mouseup,//*[@id='submission_title'],,,,,textarea,,
630 @ 2024-01-01-19-50-58.json,5,5,keystroke,//*[@id='submission_title'],,,,,textarea,,
630 @ 2024-01-01-19-50-58.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[5]/div/span[1]/span[1]/span[1]/span/span[1]/span/span[1],,,,,span,Choose one…,
630 @ 2024-01-01-19-50-58.json,9,9,keystroke,/html/body[1]/span[1]/span/span[1]/input,,search,,searchbox,input,,
630 @ 2024-01-01-19-50-58.json,11,11,mouseup,/span/span/span[2]/ul/li/span/span[1],,,,,span,headphones,
630 @ 2024-01-01-19-50-58.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
630 @ 2024-01-02-00-44-46.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
630 @ 2024-01-02-00-44-46.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
630 @ 2024-01-02-00-44-46.json,5,5,scroll,,,,,,,,
630 @ 2024-01-02-00-44-46.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[8]/ul[1]/li[2]/a,,,,,a,headphones,
630 @ 2024-01-02-00-44-46.json,9,9,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
630 @ 2024-01-02-00-44-46.json,11,11,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
630 @ 2024-01-02-00-44-46.json,13,13,keypress,,,,,,,,
630 @ 2024-01-02-00-44-46.json,15,15,keystroke,//*[@id='submission_title'],,,,,textarea,,
630 @ 2024-01-02-00-44-46.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
630 @ 2024-01-03-21-50-27.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
630 @ 2024-01-03-21-50-27.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
630 @ 2024-01-03-21-50-27.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[8]/ul[1]/li[2]/a,,,,,a,headphones,
630 @ 2024-01-03-21-50-27.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
630 @ 2024-01-03-21-50-27.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
630 @ 2024-01-03-21-50-27.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
630 @ 2024-01-03-21-50-27.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
630 @ 2024-01-03-21-50-27.json,15,15,mouseup,//*[@id='reply_to_submission_51_comment'],Comment,,,,textarea,,
630 @ 2024-01-03-21-50-27.json,17,17,keystroke,//*[@id='reply_to_submission_51_comment'],Comment,,,,textarea,,
630 @ 2024-01-03-21-50-27.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
630 @ 2024-01-08-01-22-43.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
630 @ 2024-01-08-01-22-43.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
630 @ 2024-01-08-01-22-43.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[8]/ul[1]/li[2]/a,,,,,a,headphones,
630 @ 2024-01-08-01-22-43.json,7,7,mouseup,//*[@id='submission_title'],,,,,textarea,,
630 @ 2024-01-08-01-22-43.json,9,9,keystroke,//*[@id='submission_title'],,,,,textarea,,
630 @ 2024-01-08-01-22-43.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
