trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
706 @ 2023-12-28-19-25-29.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
706 @ 2023-12-28-19-25-29.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[2]/ul/li/div[1]/ul/li[5]/a/span,,,,,span,Refunds,
706 @ 2023-12-28-19-25-29.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2023-12-28-19-25-29.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2023-12-28-19-25-29.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2023-12-28-19-25-29.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2023-12-28-19-25-29.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
706 @ 2023-12-31-03-04-24.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
706 @ 2023-12-31-03-04-24.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[2]/ul/li/div[1]/ul/li[5]/a/span,,,,,span,Refunds,
706 @ 2023-12-31-03-04-24.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2023-12-31-03-04-24.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2023-12-31-03-04-24.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2023-12-31-03-04-24.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2023-12-31-03-04-24.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
706 @ 2023-12-31-03-04-24.json,15,15,scroll,,,,,,,,
706 @ 2024-01-02-11-32-59.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
706 @ 2024-01-02-11-32-59.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[2]/ul/li/div[1]/ul/li[5]/a/span,,,,,span,Refunds,
706 @ 2024-01-02-11-32-59.json,5,5,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
706 @ 2024-01-02-11-32-59.json,7,7,mouseup,//*[@id='sales_report_period_type'],,,,,select,Day\nMonth\nYear,day
706 @ 2024-01-02-11-32-59.json,9,9,mouseup,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2024-01-02-11-32-59.json,11,11,keystroke,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2024-01-02-11-32-59.json,13,13,mouseup,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2024-01-02-11-32-59.json,15,15,keystroke,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2024-01-02-11-32-59.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
706 @ 2024-01-05-20-07-22.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
706 @ 2024-01-05-20-07-22.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
706 @ 2024-01-05-20-07-22.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2024-01-05-20-07-22.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2024-01-05-20-07-22.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2024-01-05-20-07-22.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2024-01-05-20-07-22.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
706 @ 2024-01-05-20-07-22.json,15,15,scroll,,,,,,,,
706 @ 2024-01-07-20-39-17.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/a[1],,,,,a,REPORTS,
706 @ 2024-01-07-20-39-17.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[7]/div[1]/ul[1]/li[2]/ul/li/div[1]/ul/li[5]/a/span,,,,,span,Refunds,
706 @ 2024-01-07-20-39-17.json,5,5,mouseup,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2024-01-07-20-39-17.json,7,7,keystroke,//*[@id='sales_report_from'],,text,,,input,,
706 @ 2024-01-07-20-39-17.json,9,9,mouseup,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2024-01-07-20-39-17.json,11,11,keystroke,//*[@id='sales_report_to'],,text,,,input,,
706 @ 2024-01-07-20-39-17.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[3]/div/div/button/span,,,,,span,Show Report,
706 @ 2024-01-07-20-39-17.json,15,15,scroll,,,,,,,,
