trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
644 @ 2024-01-01-09-28-58.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
644 @ 2024-01-01-09-28-58.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
644 @ 2024-01-01-09-28-58.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[7]/ul[1]/li[2]/a,,,,,a,gaming,
644 @ 2024-01-01-09-28-58.json,7,7,mouseup,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-01-09-28-58.json,9,9,keystroke,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-01-09-28-58.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
644 @ 2024-01-01-20-08-45.json,1,1,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a,Submit,,,,a,Submit,
644 @ 2024-01-01-20-08-45.json,3,3,mouseup,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-01-20-08-45.json,5,5,keystroke,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-01-20-08-45.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[5]/div/span[1]/span[1]/span[1]/span/span[1]/span/span[1],,,,,span,Choose one…,
644 @ 2024-01-01-20-08-45.json,9,9,keystroke,/html/body[1]/span[1]/span/span[1]/input,,search,,searchbox,input,,
644 @ 2024-01-01-20-08-45.json,11,11,mouseup,/span/span/span[2]/ul/li/span/span[1],,,,,span,gaming,
644 @ 2024-01-01-20-08-45.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
644 @ 2024-01-03-16-08-57.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
644 @ 2024-01-03-16-08-57.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
644 @ 2024-01-03-16-08-57.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[7]/ul[1]/li[2]/a,,,,,a,gaming,
644 @ 2024-01-03-16-08-57.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[7]/ul[1]/li[2]/a,,,,,a,gaming,
644 @ 2024-01-03-16-08-57.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-03-16-08-57.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-03-16-08-57.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
644 @ 2024-01-03-22-38-14.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
644 @ 2024-01-03-22-38-14.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
644 @ 2024-01-03-22-38-14.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[7]/ul[1]/li[2]/a,,,,,a,gaming,
644 @ 2024-01-03-22-38-14.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
644 @ 2024-01-03-22-38-14.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-03-22-38-14.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-03-22-38-14.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
644 @ 2024-01-03-22-38-14.json,15,15,mouseup,//*[@id='reply_to_submission_65_comment'],Comment,,,,textarea,,
644 @ 2024-01-03-22-38-14.json,17,17,keystroke,//*[@id='reply_to_submission_65_comment'],Comment,,,,textarea,,
644 @ 2024-01-03-22-38-14.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
644 @ 2024-01-08-02-00-10.json,1,1,mouseup,/html/body[1]/nav[2]/div/header[1]/a,Home,,,,a,Postmill,
644 @ 2024-01-08-02-00-10.json,3,3,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
644 @ 2024-01-08-02-00-10.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
644 @ 2024-01-08-02-00-10.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[7]/ul[1]/li[2]/a,,,,,a,gaming,
644 @ 2024-01-08-02-00-10.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[7]/ul[1]/li[2]/a,,,,,a,gaming,
644 @ 2024-01-08-02-00-10.json,11,11,mouseup,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-08-02-00-10.json,13,13,keystroke,//*[@id='submission_title'],,,,,textarea,,
644 @ 2024-01-08-02-00-10.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
