trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
744 @ 2023-12-31-03-47-20.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[1]/a/span,,,,,span,New project,
744 @ 2023-12-31-03-47-20.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[1]/div[1]/a/div[2],,,,,div,"Create blank project\n\nCreate a blank project to store your files, plan your work, and collaborate on code, among other things.",
744 @ 2023-12-31-03-47-20.json,5,5,mouseup,//*[@id='project_name'],,text,My awesome project,,input,,
744 @ 2023-12-31-03-47-20.json,7,7,keystroke,//*[@id='project_name'],,text,My awesome project,,input,,
744 @ 2023-12-31-03-47-20.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[2]/div[1]/div/form/button[1]/span,,,,,span,Create project,
744 @ 2023-12-31-03-47-20.json,11,11,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/a[1],Project information,,,,a,Project information,
744 @ 2023-12-31-03-47-20.json,13,13,mouseup,//*[@id='js-onboarding-members-link'],Members,,,,a,Members,
744 @ 2023-12-31-03-47-20.json,15,15,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[2]/div/div[1]/div[1]/button[3]/span,,,,,span,Invite members,
744 @ 2023-12-31-03-47-20.json,17,17,keystroke,//*[@id='project_name'],,text,My awesome project,,input,,AutoAG
744 @ 2023-12-31-03-47-20.json,19,19,mouseup,/html/body[1]/div[8]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li[2]/button/div/p/div,,,,,div,Primer\nprimer,
744 @ 2023-12-31-03-47-20.json,21,21,mouseup,/html/body[1]/div[8]/div[1]/div/div[1]/footer[1]/button[2]/span,,,,,span,Invite,
744 @ 2024-01-06-15-16-42.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[1]/div[1]/a[1]/svg/path[1],,,,,path,,
744 @ 2024-01-06-15-16-42.json,3,3,mouseup,//*[@id='js-onboarding-new-project-link'],Create new...,,,,a,,
