trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
143 @ 2023-12-28-22-54-21.json,1,1,mouseup,//*[@id='idtfXY0MiC'],,,,,a,My Account,
143 @ 2023-12-28-22-54-21.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
143 @ 2023-12-28-22-54-21.json,5,5,scroll,,,,,,,,
143 @ 2023-12-28-22-54-21.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
143 @ 2023-12-28-22-54-21.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[9]/td[5]/a[1]/span,,,,,span,View Order,
143 @ 2023-12-28-22-54-21.json,11,11,scroll,,,,,,,,
143 @ 2023-12-28-22-54-21.json,13,13,scroll,,,,,,,,
143 @ 2023-12-31-23-44-39.json,1,1,mouseup,//*[@id='idPdN9zsKW'],,,,,a,My Account,
143 @ 2023-12-31-23-44-39.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
143 @ 2023-12-31-23-44-39.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[5]/a,,,,,a,Page\nNext,
143 @ 2023-12-31-23-44-39.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[1]/td[5]/a[1]/span,,,,,span,View Order,
143 @ 2024-01-02-17-07-33.json,1,1,mouseup,//*[@id='id2AZTTTMO'],,,,,a,My Account,
143 @ 2024-01-02-17-07-33.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
143 @ 2024-01-02-17-07-33.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[2]/a/span[2],,,,,span,2,
143 @ 2024-01-02-17-07-33.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[1]/td[5]/a[1]/span,,,,,span,View Order,
143 @ 2024-01-08-01-57-37.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
143 @ 2024-01-08-01-57-37.json,3,3,mouseup,//*[@id='idP2gM9nE8'],,,,,a,My Account,
143 @ 2024-01-08-01-57-37.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
143 @ 2024-01-08-01-57-37.json,7,7,scroll,,,,,,,,
143 @ 2024-01-08-01-57-37.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
143 @ 2024-01-08-01-57-37.json,11,11,scroll,,,,,,,,
143 @ 2024-01-08-01-57-37.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
143 @ 2024-01-08-01-57-37.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[4]/td[5]/a[1]/span,,,,,span,View Order,
143 @ 2024-01-08-01-57-37.json,17,17,scroll,,,,,,,,
143 @ 2024-01-12-23-46-06.json,1,1,mouseup,//*[@id='id5fw1YlSD'],,,,,a,My Account,
143 @ 2024-01-12-23-46-06.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
143 @ 2024-01-12-23-46-06.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
143 @ 2024-01-12-23-46-06.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[8]/a,,,,,a,Page\nNext,
143 @ 2024-01-12-23-46-06.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
