trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
177 @ 2023-12-26-12-04-08.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/span[1],12 assigned issues,,,,span,12,
177 @ 2023-12-26-12-04-08.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/ul[1]/li[3]/a/span[2],,,,,span,65,
177 @ 2023-12-26-12-04-08.json,5,5,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2023-12-26-12-04-08.json,7,7,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2023-12-26-12-04-08.json,9,9,keypress,//*[@id='filtered-search-issues'],,,,,input,,homepage content
177 @ 2023-12-26-12-04-08.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span/a,,,,,a,Rethink the homepage's content,
177 @ 2023-12-28-09-18-21.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a,Issues,,,,a,13,
177 @ 2023-12-28-09-18-21.json,3,3,mouseup,//*[@id='state-all'],,,,,a,All\n66,
177 @ 2023-12-28-09-18-21.json,5,5,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2023-12-28-09-18-21.json,7,7,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2023-12-28-09-18-21.json,9,9,keypress,//*[@id='filtered-search-issues'],,,,,input,,homepage content
177 @ 2023-12-28-09-18-21.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[1]/div/div[1]/div[1]/span/a,,,,,a,Rethink the homepage's content,
177 @ 2023-12-31-01-57-20.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/span[1],13 assigned issues,,,,span,13,
177 @ 2023-12-31-01-57-20.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/ul[1]/li[3]/a/span[1],,,,,span,All,
177 @ 2023-12-31-01-57-20.json,5,5,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2023-12-31-01-57-20.json,7,7,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2023-12-31-01-57-20.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[1]/form/div/div/div[2]/div[2]/ul/li[7]/button/span[1],,,,,span,Search for this text,
177 @ 2023-12-31-01-57-20.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/button[1]/span/span[1],,,,,span,Updated date,
177 @ 2023-12-31-01-57-20.json,13,13,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/div[1]/div/ul/li[4]/span/span[1],,,,,span,Updated date,
177 @ 2023-12-31-01-57-20.json,15,15,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span/a,,,,,a,Rethink the homepage's content,
177 @ 2024-01-08-12-16-32.json,1,1,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/span[1],20 assigned issues,,,,span,20,
177 @ 2024-01-08-12-16-32.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/ul[1]/li[3]/a/span[2],,,,,span,73,
177 @ 2024-01-08-12-16-32.json,5,5,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[1]/form/div/div/div[2]/div[1]/ul/li[1]/div/div[3]/div[2]/svg,,,,,svg,,
177 @ 2024-01-08-12-16-32.json,7,7,mouseup,//*[@id='filtered-search-issues'],,,Search or filter results...,,input,,
177 @ 2024-01-08-12-16-32.json,9,9,keystroke,//*[@id='filtered-search-issues'],,,Search or filter results...,,input,,
177 @ 2024-01-08-12-16-32.json,11,11,keypress,//*[@id='filtered-search-issues'],,,,,input,,homepage content
177 @ 2024-01-08-12-16-32.json,13,13,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span/a,,,,,a,Rethink the homepage's content,
177 @ 2024-01-14-06-20-05.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li/div/div[1]/div[1]/span/a,,,,,a,Tm Theme Editor,
177 @ 2024-01-14-06-20-05.json,3,3,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[2]/a/span[1],18 assigned issues,,,,span,18,
177 @ 2024-01-14-06-20-05.json,5,5,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/ul[1]/li[3]/a/span[2],,,,,span,72,
177 @ 2024-01-14-06-20-05.json,7,7,mouseup,//*[@id='dropdown-toggle-btn-1'],dropdown-toggle-btn-1,button,,,button,Updated date,
177 @ 2024-01-14-06-20-05.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[4]/div/div[2]/div/div/div[1]/div[1]/div/ul/li[4]/span/span[1],,,,,span,Updated date,
177 @ 2024-01-14-06-20-05.json,11,11,mouseup,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2024-01-14-06-20-05.json,13,13,keystroke,//*[@id='filtered-search-issues'],,,,,input,,
177 @ 2024-01-14-06-20-05.json,15,15,keypress,//*[@id='filtered-search-issues'],,,,,input,,homepage conten
177 @ 2024-01-14-06-20-05.json,17,17,mouseup,/html/body[1]/div[3]/div/div[3]/main/ul[1]/li[2]/div/div[1]/div[1]/span/a,,,,,a,Rethink the homepage's content,
