trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
652 @ 2023-12-30-23-17-59.json,1,1,mouseup,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2023-12-30-23-17-59.json,3,3,keystroke,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2023-12-30-23-17-59.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
652 @ 2024-01-03-16-23-50.json,1,1,mouseup,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-01-03-16-23-50.json,3,3,keystroke,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-01-03-16-23-50.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
652 @ 2024-01-08-02-31-09.json,1,1,mouseup,//*[@id='site-nav-search'],Search query,search,,,input,,
652 @ 2024-01-08-02-31-09.json,3,3,mouseup,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-01-08-02-31-09.json,5,5,keystroke,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-01-08-02-31-09.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
652 @ 2024-02-04-16-11-26.json,1,1,mouseup,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-02-04-16-11-26.json,3,3,keystroke,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-02-04-16-11-26.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
652 @ 2024-02-05-22-40-00.json,1,1,mouseup,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-02-05-22-40-00.json,3,3,keystroke,//*[@id='reply_to_submission_134852_comment'],Comment,,,,textarea,,
652 @ 2024-02-05-22-40-00.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
