trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
669 @ 2023-12-25-09-59-18.json,1,1,mouseup,//*[@id='js-onboarding-issues-link'],,,,,span,Issues,
669 @ 2023-12-25-09-59-18.json,3,3,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/section[1]/div[2]/div/div[1]/a[1]/span,,,,,span,New issue,
669 @ 2023-12-25-09-59-18.json,5,5,keystroke,//*[@id='issue_title'],,text,,,input,,
669 @ 2023-12-25-09-59-18.json,7,7,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[7]/button[1]/span,,,,,span,Create issue,
669 @ 2023-12-29-03-27-20.json,1,1,mouseup,//*[@id='js-onboarding-issues-link'],,,,,span,Issues,
669 @ 2023-12-29-03-27-20.json,3,3,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/section[1]/div[2]/div/div[1]/a[1]/span,,,,,span,New issue,
669 @ 2023-12-29-03-27-20.json,5,5,keystroke,//*[@id='issue_title'],,text,,,input,,
669 @ 2023-12-29-03-27-20.json,7,7,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[7]/button[1]/span,,,,,span,Create issue,
669 @ 2024-01-03-00-01-38.json,1,1,mouseup,//*[@id='js-onboarding-issues-link'],,,,,span,Issues,
669 @ 2024-01-03-00-01-38.json,3,3,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/section[1]/div[2]/div/div[1]/a[1]/span,,,,,span,New issue,
669 @ 2024-01-03-00-01-38.json,5,5,keystroke,/html/body[1],,,,,body,"Skip to content\nGitLab\n/\n13\n8\n5\nHelp\nD\ndesign\nProject information\nRepository\nIssues\n21\nMerge requests\n17\nCI/CD\nSecurity & Compliance\nDeployments\nPackages and registries\nInfrastructure\nMonitor\nAnalytics\nWiki\nSnippets\nCollapse sidebar\nPrimer\ndesign\nMerge requests\n!453\nAutocomplete interface guideline updates (#267)\nEdit\nCode\nOpen\nByte Blaze\nrequested to merge\ndialog-component\ninto\nbump-doctocat\njust now\nOverview 0\nCommits 12\nPipelines 0\nChanges 9\n\nupdate content\n\nUpdate content/components/autocomplete.mdx\n\nCo-authored-by: Vinicius Depizzol vdepizzol@github.com\n\nadd vc logo\n\nCo-authored-by: Vinicius Depizzol vdepizzol@github.com\n\n👍\n0\n👎\n0\nAdd reaction\nApprove\nApproval is optional\n\nMerge details\n\nThe source branch is 4 commits behind the target branch\n12 commits and 1 merge commit will be added to bump-doctocat.\nSource branch will be deleted.\nActivity\nSort or filter\nByte Blaze requested review from @primer just now\nWrite\nPreview\n \n \n \n \n \n \n \n \n \n \n \n \nSupports Markdown. For quick actions, type /.\nComment\nToggle dropdown\n \nClose merge request\nAdd a to do\n0 Assignees\nEdit\nNone - assign yourself\nReviewer\nEdit\nPrimer\nLabels\nEdit\nNone\nMilestone\nEdit\nNone\nTime tracking\nNo estimate or time spent\nLock merge request\nEdit\nUnlocked\nNotifications\nNotifications\n2 participants\nReference: primer/design!453\nSource branch: dialog-component",
669 @ 2024-01-03-00-01-38.json,7,7,scroll,,,,,,,,
669 @ 2024-01-03-00-01-38.json,9,9,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[7]/button[1]/span,,,,,span,Create issue,
669 @ 2024-01-03-01-11-21.json,1,1,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[7]/button[1]/span,,,,,span,Create issue,
669 @ 2024-01-03-01-11-21.json,3,3,mouseup,//*[@id='js-onboarding-issues-link'],,,,,span,Issues,
669 @ 2024-01-03-01-11-21.json,5,5,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[3]/div/div[1]/div[2]/a[3],,,,,a,New issue,
669 @ 2024-01-03-01-11-21.json,7,7,keystroke,//*[@id='issue_title'],,text,,,input,,
669 @ 2024-01-03-01-11-21.json,9,9,scroll,,,,,,,,
669 @ 2024-01-03-01-11-21.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[7]/button[1]/span,,,,,span,Create issue,
