trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
472 @ 2023-12-28-10-21-12.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1]/span,,,,,span,SALES,
472 @ 2023-12-28-10-21-12.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Orders,
472 @ 2023-12-28-10-21-12.json,5,5,mouseup,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
472 @ 2023-12-28-10-21-12.json,7,7,keystroke,//*[@id='fulltext'],Search by keyword,text,Search by keyword,,input,,
472 @ 2023-12-28-10-21-12.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[2]/button[1],Search,button,,,button,,
472 @ 2023-12-28-10-21-12.json,11,11,mouseup,//*[@id='idscheck299'],,checkbox,,,input,,299
472 @ 2023-12-28-10-21-12.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[2]/div[1]/div/button[1],,,,,button,Actions,
472 @ 2023-12-28-10-21-12.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[2]/div[1]/div/div[1]/ul/li[1]/span,,,,,span,Cancel,
472 @ 2024-01-07-01-30-10.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1],,,,,a,SALES,
472 @ 2024-01-07-01-30-10.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[1]/a/span,,,,,span,Orders,
472 @ 2024-01-07-01-30-10.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[4]/div[2]/ul/li/button[1],,button,,,button,,
472 @ 2024-01-07-01-30-10.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[3]/div/button,,,,,button,Filters,
472 @ 2024-01-07-01-30-10.json,9,9,mouseup,//*[@id='V12CKBL'],,text,,,input,,
472 @ 2024-01-07-01-30-10.json,11,11,keystroke,//*[@id='V12CKBL'],,text,,,input,,
472 @ 2024-01-07-01-30-10.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[5]/div[1]/div/button[2],,button,,,button,Apply Filters,
472 @ 2024-01-07-01-30-10.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/thead[1]/tr/th[1]/div/label[1],,,,,label,,
472 @ 2024-01-07-01-30-10.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[2]/div[1]/div/button[1],,,,,button,Actions,
472 @ 2024-01-07-01-30-10.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[2]/div[1]/div/div[1]/ul/li[1]/span,,,,,span,Cancel,
472 @ 2024-01-07-18-49-32.json,1,1,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/a[1],,,,,a,SALES,
472 @ 2024-01-07-18-49-32.json,3,3,mouseup,/html/body[1]/div[1]/nav[1]/ul/li[2]/div[1]/ul[1]/li/div[1]/ul/li[1]/a,,,,,a,Orders,
472 @ 2024-01-07-18-49-32.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[4]/div[3]/button,,button,,,button,Clear all,
472 @ 2024-01-07-18-49-32.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[3]/div/button,,,,,button,Filters,
472 @ 2024-01-07-18-49-32.json,9,9,mouseup,//*[@id='RDT7D9H'],,text,,,input,,
472 @ 2024-01-07-18-49-32.json,11,11,keystroke,//*[@id='RDT7D9H'],,text,,,input,,
472 @ 2024-01-07-18-49-32.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[2]/div[1]/div[5]/div[1]/div/button[2]/span,,,,,span,Apply Filters,
472 @ 2024-01-07-18-49-32.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div/div/div/div[4]/table/tbody[1]/tr/td[10]/a,,,,,a,View,
472 @ 2024-01-07-18-49-32.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[2]/div/div/button[4]/span,,,,,span,Cancel,
472 @ 2024-01-07-18-49-32.json,19,19,mouseup,/html/body[1]/div[6]/aside[3]/div[2]/footer[1]/button[2]/span,,,,,span,OK,
