trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
163 @ 2023-12-28-13-29-37.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1]/span[2],,,,,span,Reviews,
163 @ 2023-12-28-13-29-37.json,3,3,scroll,,,,,,,,
163 @ 2023-12-31-01-28-59.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1]/span[2],,,,,span,Reviews,
163 @ 2023-12-31-01-28-59.json,3,3,scroll,,,,,,,,
163 @ 2024-01-01-21-24-13.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1]/span[2],,,,,span,Reviews,
163 @ 2024-01-01-21-24-13.json,3,3,scroll,,,,,,,,
163 @ 2024-01-01-21-24-13.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[2]/a/span[2],,,,,span,2,
163 @ 2024-01-13-17-57-52.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1],,,,,a,12  Reviews,
163 @ 2024-01-13-17-57-52.json,3,3,scroll,,,,,,,,
163 @ 2024-01-13-17-57-52.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[3]/a,,,,,a,Page\nNext,
163 @ 2024-01-16-06-24-34.json,1,1,mouseup,/html/body[1]/div[2]/footer[1]/div,,,,,div,"Sign Up for Our Newsletter:\nSubscribe\nPrivacy and Cookie Policy\nSearch Terms\nAdvanced Search\nContact Us\nCopyright © 2013-present Magento, Inc. All rights reserved.\nHelp Us Keep Magento Healthy Report All Bugs",
163 @ 2024-01-16-06-24-34.json,3,3,scroll,,,,,,,,
163 @ 2024-01-16-06-24-34.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[3]/a/span,,,,,span,12,
163 @ 2024-01-16-06-24-34.json,7,7,scroll,,,,,,,,
163 @ 2024-01-16-06-24-34.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[3]/a,,,,,a,Page\nNext,
